1160 793
4 0

var1 var2 var3 var4
1.66247105 0.95087237 2.25094088 2.04145613 
1.54592486 1.04257262 2.1385109 2.34341149 
1.16864291 1.29986875 2.25367921 2.4437261 
1.47918298 1.08050084 2.14165668 2.58568138 
1.47380619 1.11819554 2.13218445 2.40704678 
1.82744478 1.02038438 2.70987896 1.63075123 
1.58440698 1.05084588 2.6912151 1.8697767 
1.20866244 1.30895295 2.24632182 2.32295602 
1.69132894 1.04428652 2.65324881 1.88646136 
1.6345664 1.09784804 2.50160479 2.17026802 
1.61203559 1.05801753 2.19394871 2.30948765 
1.53122236 1.12370803 2.22543293 2.53195912 
1.71436613 1.01835076 2.32199856 2.23136446 
1.31498598 1.11248972 2.26166033 2.50469896 
1.60741933 1.01291906 2.4193715 1.94532089 
1.4646203 1.06170727 2.50696047 2.24322082 
1.55217782 1.14361833 2.36365488 2.02042494 
1.44061708 1.21652616 2.22274622 2.4439631 
1.77949929 1.02642855 2.43253243 2.21724797 
1.30577503 1.20138935 2.125985 2.66836858 
1.77913606 1.03205691 2.61086042 1.84856148 
1.2606726 1.22014725 2.09679949 2.31678061 
1.83895631 0.95833682 2.40919511 2.07919737 
1.36328067 1.29514014 2.1621453 2.6832159 
1.41379257 1.06170488 2.26151011 2.64019704 
1.56276388 1.03884566 2.40166756 2.17635669 
1.66369937 1.05280422 2.23149112 2.41746486 
1.61267162 0.98955956 2.30148405 2.03116793 
1.39278521 1.07626343 2.34106583 2.42832416 
1.69994571 1.00546581 2.22551029 2.17447618 
1.76910472 0.99609087 2.33130854 2.18870852 
1.42370424 1.12914945 2.23711933 2.30997244 
1.74383795 1.05340497 2.07115495 2.61560212 
1.66492852 0.95378997 2.24155623 2.46641565 
1.71833227 0.96987707 2.48989625 2.06856038 
1.39841808 1.09260496 2.31970266 2.37949254 
1.34416948 1.2042228 2.12087288 2.32975634 
1.64449808 1.03594613 2.23519139 2.50803462 
1.61720223 0.97899286 2.48364433 2.02887267 
1.44046813 1.0986437 2.10671348 2.5401295 
1.34268794 1.16977423 2.19074482 2.48084747 
1.24934064 1.18928019 1.99632567 2.32435027 
1.60135727 1.0149676 2.18990617 2.09566027 
1.56539862 1.12210374 2.76862679 1.73457865 
1.60428896 1.07399952 2.48136966 1.74517013 
1.15408399 1.31410962 2.12282742 2.43519036 
1.59904923 1.08597789 2.53609798 2.15917092 
1.59886728 1.03600927 2.61050201 1.51838193 
1.81012532 1.02940794 2.37719425 2.07902124 
1.70202552 0.96649256 2.19601613 2.41087236 
1.44183042 1.15129721 2.04718716 2.36947725 
1.55935483 1.11857913 2.19049172 2.45787029 
1.23610945 1.20955969 2.15372146 2.34216567 
1.65870797 1.0984364 2.11868126 2.31027128 
1.63584218 1.11610223 2.24025445 2.33792654 
1.42002674 1.15948691 2.50647732 1.97846106 
1.65048176 1.09211308 2.07757411 2.60848745 
1.29616618 1.25385279 2.15539085 2.55582655 
1.55217782 1.14361833 2.36365488 2.02042494 
1.51698554 1.09632499 2.23927055 1.99170294 
1.25235576 1.28623107 2.16032239 2.10560424 
1.69365965 0.99001872 2.18305926 2.48692616 
1.26642984 1.31693495 2.19675614 2.23828735 
1.58478092 0.99446298 2.52177708 1.79182561 
1.30606394 1.18218704 2.12694049 2.30138492 
1.24576477 1.18646516 2.11601077 2.42335262 
1.73776288 1.03640513 2.56060599 1.8583138 
1.14902308 1.22021741 2.14238947 2.15195186 
1.64772889 1.04743844 2.38441701 2.23648311 
1.2715445 1.29982704 2.12047883 2.13511579 
1.67588674 1.03791017 2.39816416 1.912779 
1.56384948 1.05900255 2.56072724 2.129936 
1.55141821 1.04189293 2.60983057 1.76174043 
1.64801606 0.97805347 2.38113927 1.98750341 
1.73609536 1.04069192 2.23110184 2.07254533 
1.19955756 1.31050516 2.14375451 2.4286918 
1.37858834 1.11684516 2.10504566 2.38213408 
1.73491764 1.0134294 2.17529463 2.66238815 
1.71297659 0.95627192 2.1880001 2.4214484 
1.334252 1.177441 2.35598311 2.38606753 
1.39068628 1.08597814 2.26935975 2.45687219 
1.48878586 1.12211607 2.3747696 2.13839195 
1.73413034 1.1110397 2.67783179 1.69328513 
1.93945199 1.03413119 2.81783381 1.6750083 
1.34074919 1.22457407 2.13446696 2.63108107 
1.29752879 1.21755352 2.22274002 2.30360021 
1.53123156 1.01199441 2.43788522 1.97923522 
1.28414847 1.24782624 2.13684538 2.3565569 
1.93945199 1.03413119 2.81783381 1.6750083 
1.57327979 1.08858443 2.76548716 1.9138407 
1.31036099 1.15357958 1.94133173 2.32315889 
1.58453244 1.05377769 2.11218563 2.4521342 
1.73637004 0.9591729 2.5621706 2.08084717 
1.36328067 1.29514014 2.1621453 2.6832159 
1.85020225 0.99744506 2.50079916 1.99996406 
1.53246412 1.02082396 2.26648998 2.27551599 
1.27828886 1.24316014 2.23826849 1.97386289 
1.49334206 1.06074119 2.49154026 2.26868646 
1.77110393 1.03677248 2.64035581 1.81122658 
1.56968344 1.09718404 2.15220195 2.3717818 
1.24270965 1.29873252 2.19881603 2.33878774 
1.25470695 1.20791181 2.15414809 2.41586192 
1.70645185 1.04558346 2.7512249 1.91168114 
1.76283902 0.96053961 2.4898773 1.9766752 
1.41838325 1.20900464 2.37698204 2.21484208 
1.6668068 1.08440085 2.33668438 2.18050616 
1.70645185 1.04558346 2.7512249 1.91168114 
1.46117368 1.07843651 2.23346752 2.37990133 
1.51492261 1.01045852 2.44701387 2.10350897 
1.50093744 1.1035964 2.29852192 2.30577684 
1.45812956 1.08647596 2.19890118 2.18883507 
1.52038116 1.06554496 2.41629726 2.03144212 
1.77342293 1.02846888 2.77058405 1.52574234 
1.17805115 1.215095 2.17041064 2.25725967 
1.4658212 1.11896265 2.08419202 2.33011627 
1.57944901 1.02323971 2.62754409 1.74514797 
1.69786738 0.95203122 2.75373699 1.45888638 
1.7384654 1.03835155 2.36094789 2.39964393 
1.78560613 1.04136588 2.29022501 2.22205903 
1.68752259 1.03699967 2.29110523 2.20573215 
1.93945199 1.03413119 2.81783381 1.6750083 
1.49919941 1.08326847 2.14785345 2.3267383 
1.67043447 1.06688089 2.27188225 2.18017288 
1.28812329 1.25436718 2.20318324 2.32037423 
1.49094807 1.03643917 2.21284765 2.37952243 
1.47377299 1.04664609 2.27832315 2.44537276 
1.59749842 1.01534021 2.69296136 1.84019348 
1.4926836 1.06837492 2.24353936 2.29768568 
1.76108094 1.02831395 2.39321463 2.27125036 
1.46067458 1.07323577 2.29232003 1.96320956 
1.35856267 1.20457823 2.21463666 2.05136609 
1.65523541 1.00936591 2.57713864 1.84641207 
1.22545553 1.26951267 2.15267611 2.55474926 
1.32492053 1.0649337 2.23714725 2.11375241 
1.63042673 1.10026649 2.30242395 2.22433446 
1.58063697 1.0341032 2.40214817 2.02054897 
1.61971774 1.03048907 2.13990251 2.18592579 
1.47658037 1.12240186 2.16073557 2.5945749 
1.84565878 1.02068631 2.3278235 2.09910236 
1.60197602 1.04657164 2.37443672 2.05438921 
1.45521462 1.09596313 2.49734724 2.05306049 
1.43381759 1.16328154 2.18268812 2.51723021 
1.2392903 1.19377186 2.0087069 2.32069108 
1.22714501 1.25116186 1.96404265 2.41320932 
1.54880621 1.03488945 2.52799392 2.01275533 
1.75011945 0.9998903 2.63911134 1.85555436 
1.5555174 1.06651654 2.12427737 2.58090435 
1.17955311 1.34486197 2.02684625 2.43237874 
1.34507429 1.17000992 2.16082384 2.72490401 
1.3543376 1.1479517 2.17773902 2.2869724 
1.74377275 0.96761582 2.48838864 1.96393564 
1.48871314 1.01220198 2.48327927 1.870751 
1.4881265 1.08271992 2.33719236 2.42478789 
1.81950195 1.01175449 2.56716984 1.82992606 
1.26819067 1.12495747 2.12601068 2.47864604 
1.28810314 1.24590259 2.00675493 2.27946348 
1.30456803 1.20960699 2.20179704 2.00479077 
1.56414959 1.07211154 2.32134076 2.10176265 
1.41412694 1.16647475 2.20002183 2.09893647 
1.30913019 1.20136712 2.15254356 2.30141005 
1.20752591 1.28927786 2.26415914 2.66283812 
1.58255656 1.15864002 2.55125955 1.87531918 
1.7446097 1.0408249 2.56074382 1.87227332 
1.58685975 1.08356727 2.16277137 2.35852967 
1.61872883 0.98142872 2.65586272 1.95833097 
1.37318075 1.17757535 2.20919156 2.29526559 
1.64831796 1.04946789 2.17246553 2.27661151 
1.73935111 0.96125936 2.46390086 2.02346476 
1.31323264 1.07238897 2.21923557 2.14948864 
1.68769034 0.97169544 2.26558347 2.17123311 
1.5000624 1.03915056 2.60336443 1.76591628 
1.81344441 1.0342306 2.30728036 2.16198881 
1.62173713 1.03377661 2.4902 1.95764179 
1.52220762 1.00866256 2.74935864 1.69539795 
1.75084379 1.05972166 2.75786856 1.75457642 
1.35607063 1.16231226 2.12080904 2.53020224 
1.47622367 1.05983837 2.49403898 2.06661753 
1.51947827 1.04518855 2.09991356 2.42408096 
1.39739053 1.17114411 2.13847621 2.61542564 
1.5122236 1.06524406 2.57498033 1.79420637 
1.34039055 1.17690355 2.23156224 2.25729511 
1.68009891 1.0448105 2.76787897 1.61485889 
1.64672873 0.96052493 2.17628092 2.21980212 
1.54029175 1.05226892 2.16438366 2.31378879 
1.30843284 1.23719753 2.13433498 2.40323865 
1.62620312 1.0505887 2.32765083 2.03398371 
1.55024508 0.99526435 2.52842791 1.84190583 
1.63819193 1.0076457 2.33040239 2.06802069 
1.37017684 1.12224581 2.41533826 2.45452892 
1.69786738 0.95203122 2.75373699 1.45888638 
1.53233146 1.00312785 2.27694377 2.32513167 
1.66884493 0.98762982 2.56646106 1.85922735 
1.56566684 1.02603433 2.28050606 2.30930683 
1.27627056 1.27196083 2.1224187 2.32912592 
1.88050218 1.00057065 2.65324102 1.60442236 
1.53948259 1.05506042 2.18934273 2.55806215 
1.64695258 1.02211588 2.36605269 2.03867654 
1.20752591 1.28927786 2.26415914 2.66283812 
1.51394957 1.06478874 2.55144836 1.99183438 
1.33013179 1.12891227 2.20178973 2.24438857 
1.43892574 1.12384928 2.11709767 2.34937086 
1.53936897 1.05932775 2.3467257 2.21890707 
1.3576835 1.12889515 2.410296 2.46574399 
1.50300377 1.04498447 2.1598576 2.36447555 
1.33885619 1.16648841 2.19410169 2.27458503 
1.64010004 0.98519517 2.14672062 2.66304681 
1.37574037 1.12697173 2.71191216 1.70083059 
1.45550932 1.0346939 2.16051418 2.30006894 
1.40113938 1.13294504 2.10809182 2.613644 
1.70426252 1.02342441 2.49964252 1.8279752 
1.58323914 1.0566901 2.62396747 1.84837402 
1.3608706 1.15754694 2.25833311 2.15551967 
1.70012361 0.97825134 2.61848619 2.00608821 
1.36328067 1.29514014 2.1621453 2.6832159 
1.46706688 1.09723877 2.10353523 2.40488729 
1.34107206 1.16069342 2.18361089 2.28078553 
1.54386364 1.02954632 2.53278986 2.07065006 
1.5759452 1.06176504 2.24945893 2.34024583 
1.22533704 1.31843462 2.17023688 2.394485 
1.5347276 1.07819679 2.10703919 2.48079808 
1.37836066 1.17010508 2.1164851 2.57952668 
1.3983184 1.11379851 2.15250497 2.4583706 
1.53051638 1.05694968 2.57386514 1.96762481 
1.66541954 1.02170644 2.39570611 1.94482336 
1.21394137 1.26379734 1.97951844 2.37059074 
1.60292947 0.99394164 2.37313827 2.09914605 
1.38406618 1.0754016 2.31859618 2.49732294 
1.37531351 1.15045249 2.20005209 2.30835657 
1.66939786 1.0131617 2.16000828 2.31359211 
1.47540387 1.09560649 2.21728974 2.26615876 
1.587565 1.02955097 2.41082565 2.11693186 
1.52903274 1.01735275 2.46603867 1.9533002 
1.66884493 0.98762982 2.56646106 1.85922735 
1.47950997 1.06217601 2.28773418 2.53533911 
1.63717102 1.02612855 2.67510487 2.03412351 
1.72142664 0.99501935 2.77763742 1.46435826 
1.55802869 0.99667953 2.55569868 1.80219541 
1.54638638 1.02882887 2.17075991 2.42954088 
1.6187286 1.03684964 2.08657036 2.45406655 
1.28794956 1.15753602 2.14932149 2.16403961 
1.51727006 1.03388935 2.16806258 2.35361805 
1.3788191 1.15752616 2.29367392 2.10624634 
1.43358957 1.11066072 2.12346431 2.43795839 
1.7088229 1.00847183 2.59224652 1.87960726 
1.38179428 1.14262966 2.27033615 2.22353672 
1.50115229 1.0570766 2.46255022 2.37565103 
1.40678119 1.10254331 2.35565836 2.33696601 
1.46506674 1.05858936 2.19995972 2.33088975 
1.53946966 1.09240438 2.10829271 2.47048494 
1.66561533 1.0373353 2.26168502 2.13065269 
1.54122303 1.03505928 2.31815851 2.2655054 
1.25955103 1.2546734 2.18250524 2.29668601 
1.53866424 1.01962069 2.40634074 2.04600279 
1.64167778 1.02625064 2.2791013 1.95831908 
1.72142664 0.99501935 2.77763742 1.46435826 
1.56910997 1.00861378 2.67040794 1.97804124 
1.60154572 1.03582313 2.10372496 2.3922365 
1.63601589 1.01533129 2.39694324 2.03901665 
1.16821532 1.33400072 2.11857801 2.37149592 
1.50115229 1.0570766 2.46255022 2.37565103 
1.63699207 1.05815401 2.23174091 2.17698568 
1.70712916 1.0006872 2.69676448 1.76953259 
1.43576964 1.12678512 2.20123125 2.48227763 
1.50642166 1.08014898 2.16589917 2.48331064 
1.30630068 1.20109423 2.17972976 2.29363033 
1.4541962 1.19186876 2.24562247 2.60728296 
1.2827826 1.13688193 2.30364786 2.57391742 
1.63183657 1.01139399 2.11407647 2.37811792 
1.81027063 0.99587138 2.74738768 1.80502179 
1.4597693 1.07227408 2.16955554 2.4631721 
1.66532448 1.03619399 2.44952658 1.86861444 
1.62442247 1.06476119 2.20544913 2.21895585 
1.68378187 1.02332057 2.41763723 1.90607528 
1.64746017 1.06121044 2.21350587 2.3033768 
1.80542058 0.96805237 2.63605547 1.98241962 
1.52217494 1.09472659 2.43740703 2.02349301 
1.56910997 1.00861378 2.67040794 1.97804124 
1.47065066 1.06431043 2.19792214 2.229116 
1.691695 1.02647188 2.63186743 1.81426477 

